nama_alat,periode,availability,utilisation,mtbf,mttrc,mttrp,accident,available_time,breakdown_duration,total_breakdown,number_of_breakdowns,breakdown_frequency,avail_t1,avail_t2,avail_t3,mtbf_t1,mtbf_t2,mtbf_t3,mttrp_t1,mttrp_t2,mttrp_t3,num_bd_t1,num_bd_t2,num_bd_t3,breakdown_frequency_t1,breakdown_frequency_t2,breakdown_frequency_t3,availability_score,mtbf_score,mttrp_score,base_health_score,target_health_score
QCC-0004,2024-04,0.99,0.33,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0,0,0.99,0.94,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0
QCC-0004,2024-05,1.0,0.39,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,0.94,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0
QCC-0004,2024-06,0.99,0.36,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0,0,0.99,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0
QCC-0004,2024-07,1.0,0.41,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,1.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,100.0,100.0,100.0,100.0,77.48
QCC-0004,2024-08,0.98,0.4,74.75,0.34,1.14,0.0,744.0,1.35,4.55,4,4,0.99,1.0,0.98,0.0,0.0,74.75,0.0,0.0,1.14,0.0,0.0,4,0.0,0.0,4,100.0,25.0,99.84677419354838,77.48467741935484,77.42
QCC-0004,2024-09,0.97,0.39,70.75,0.44,5.63,0.0,720.0,1.78,22.5,4,4,1.0,0.98,0.97,0.0,74.75,70.75,0.0,1.14,5.63,0.0,4.0,4,0.0,4.0,4,100.0,25.0,99.21805555555555,77.42180555555555,79.93
QCC-0004,2024-10,0.96,0.4,99.67,0.7,5.44,0.0,744.0,2.11,16.33,3,3,0.98,0.97,0.96,74.75,70.75,99.67,1.14,5.63,5.44,4.0,4.0,3,4.0,4.0,3,100.0,33.333333333333336,99.26881720430107,79.9268817204301,79.98
QCC-0004,2024-11,0.99,0.52,124.5,0.42,1.25,0.0,720.0,1.25,3.75,3,3,0.97,0.96,0.99,70.75,99.67,124.5,5.63,5.44,1.25,4.0,3.0,3,4.0,3.0,3,100.0,33.333333333333336,99.82638888888889,79.98263888888889,79.99
QCC-0004,2024-12,1.0,0.46,113.0,0.04,0.54,0.0,744.0,0.12,1.62,3,3,0.96,0.99,1.0,99.67,124.5,113.0,5.44,1.25,0.54,3.0,3.0,3,3.0,3.0,3,100.0,33.333333333333336,99.9274193548387,79.99274193548388,100.0
QCC-0004,2025-01,0.99,0.44,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,0.99,1.0,0.99,124.5,113.0,0.0,1.25,0.54,0.0,3.0,3.0,0,3.0,3.0,0,100.0,100.0,100.0,100.0,75.96
QCC-0004,2025-02,0.97,0.54,72.8,0.2,2.8,0.0,672.0,1.0,14.0,5,5,1.0,0.99,0.97,113.0,0.0,72.8,0.54,0.0,2.8,3.0,0.0,5,3.0,0.0,5,100.0,20.0,99.58333333333333,75.95833333333333,84.79
QCC-0004,2025-03,0.96,0.49,182.5,4.04,15.7,0.0,744.0,8.08,31.4,2,2,0.99,0.97,0.96,0.0,72.8,182.5,0.0,2.8,15.7,0.0,5.0,2,0.0,5.0,2,100.0,50.0,97.88978494623656,84.78897849462365,100.0
QCC-0004,2025-04,0.99,0.3,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0,0,0.97,0.96,0.99,72.8,182.5,0.0,2.8,15.7,0.0,5.0,2.0,0,5.0,2.0,0,100.0,100.0,100.0,100.0,100.0
QCC-0004,2025-05,0.95,0.42,314.5,0.11,0.33,0.0,744.0,0.11,0.33,1,1,0.96,0.99,0.95,182.5,0.0,314.5,15.7,0.0,0.33,2.0,0.0,1,2.0,0.0,1,100.0,100.0,99.95564516129032,99.99556451612904,100.0
QCC-0004,2025-06,0.99,0.43,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0,0,0.99,0.95,0.99,0.0,314.5,0.0,0.0,0.33,0.0,0.0,1.0,0,0.0,1.0,0,100.0,100.0,100.0,100.0,79.95
QCC-0004,2025-07,0.97,0.46,115.17,1.3,3.89,0.0,744.0,3.89,11.67,3,3,0.95,0.99,0.97,314.5,0.0,115.17,0.33,0.0,3.89,1.0,0.0,3,1.0,0.0,3,100.0,33.333333333333336,99.4771505376344,79.94771505376345,79.99
QCC-0004,2025-08,0.98,0.51,126.33,0.19,0.58,0.0,744.0,0.58,1.75,3,3,0.99,0.97,0.98,0.0,115.17,126.33,0.0,3.89,0.58,0.0,3.0,3,0.0,3.0,3,100.0,33.333333333333336,99.92204301075269,79.99220430107528,84.95
QCC-0004,2025-09,0.98,0.57,203.5,1.11,3.33,0.0,720.0,2.22,6.67,2,2,0.97,0.98,0.98,115.17,126.33,203.5,3.89,0.58,3.33,3.0,3.0,2,3.0,3.0,2,100.0,50.0,99.5375,84.95375,77.47
QCC-0004,2025-10,0.98,0.57,106.25,0.86,2.58,0.0,744.0,3.44,10.33,4,4,0.98,0.98,0.98,126.33,203.5,106.25,0.58,3.33,2.58,3.0,2.0,4,3.0,2.0,4,100.0,25.0,99.65322580645162,77.46532258064516,84.98
QCC-0004,2025-11,0.99,0.53,189.5,0.42,1.25,0.0,720.0,0.83,2.5,2,2,0.98,0.98,0.99,203.5,106.25,189.5,3.33,2.58,1.25,2.0,4.0,2,2.0,4.0,2,100.0,50.0,99.82638888888889,84.98263888888889,79.87
QCC-0004,2025-12,0.95,0.43,106.33,1.0,10.03,0.0,744.0,3.0,30.08,3,0,0.98,0.99,0.95,106.25,189.5,106.33,2.58,1.25,10.03,4.0,2.0,3,4.0,2.0,0,100.0,33.333333333333336,98.65188172043011,79.86518817204302,77.41
QCC-0004,2026-01,0.96,0.32,59.0,0.0,6.83,0.0,744.0,0.0,27.3,4,0,0.99,0.95,0.96,189.5,106.33,59.0,1.25,10.03,6.83,2.0,3.0,4,2.0,0.0,0,100.0,25.0,99.08198924731182,77.40819892473118,84.99
QCC-0004,2026-02,1.0,0.56,187.5,0.1,0.47,0.0,672.0,0.2,0.93,2,0,0.95,0.96,1.0,106.33,59.0,187.5,10.03,6.83,0.47,3.0,4.0,2,0.0,0.0,0,100.0,50.0,99.93005952380952,84.99300595238095,74.88
QCC-0004,2026-03,0.92,0.43,53.33,1.0,8.98,0.0,744.0,6.0,53.86,6,0,0.96,1.0,0.92,59.0,187.5,53.33,6.83,0.47,8.98,4.0,2.0,6,0.0,0.0,0,100.0,16.666666666666668,98.79301075268818,74.87930107526881,79.97
QCC-0005,2024-03,0.99,0.02,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,1.0,0.55,0.99,0.0,0.0,0.0,0.0,313.1,0.0,0.0,1.0,0,0.0,1.0,0,100.0,100.0,100.0,100.0,100.0
QCC-0005,2024-04,0.99,0.03,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0,0,0.55,0.99,0.99,0.0,0.0,0.0,313.1,0.0,0.0,1.0,0.0,0,1.0,0.0,0,100.0,100.0,100.0,100.0,99.99
QCC-0005,2024-05,1.0,0.06,41.0,0.45,0.9,0.0,744.0,0.45,0.9,1,1,0.99,0.99,1.0,0.0,0.0,41.0,0.0,0.0,0.9,0.0,0.0,1,0.0,0.0,1,100.0,100.0,99.87903225806451,99.98790322580645,84.98
QCC-0005,2024-06,0.99,0.13,46.75,0.5,1.25,0.0,720.0,1.0,2.5,2,2,0.99,1.0,0.99,0.0,41.0,46.75,0.0,0.9,1.25,0.0,1.0,2,0.0,1.0,2,100.0,50.0,99.82638888888889,84.98263888888889,99.99
QCC-0005,2024-07,0.97,0.04,33.0,0.5,1.0,0.0,744.0,0.5,1.0,1,1,1.0,0.99,0.97,41.0,46.75,33.0,0.9,1.25,1.0,1.0,2.0,1,1.0,2.0,1,100.0,100.0,99.86559139784946,99.98655913978494,99.98
QCC-0005,2024-08,0.99,0.07,50.5,0.44,1.33,0.0,744.0,0.44,1.33,1,1,0.99,0.97,0.99,46.75,33.0,50.5,1.25,1.0,1.33,2.0,1.0,1,2.0,1.0,1,100.0,100.0,99.82123655913978,99.98212365591398,99.97
QCC-0005,2024-09,0.99,0.11,76.0,0.5,2.0,0.0,720.0,0.5,2.0,1,1,0.97,0.99,0.99,33.0,50.5,76.0,1.0,1.33,2.0,1.0,1.0,1,1.0,1.0,1,100.0,100.0,99.72222222222223,99.97222222222223,99.88
QCC-0005,2024-10,0.99,0.12,87.0,1.0,9.0,0.0,744.0,1.0,9.0,1,1,0.99,0.99,0.99,50.5,76.0,87.0,1.33,2.0,9.0,1.0,1.0,1,1.0,1.0,1,100.0,100.0,98.79032258064517,99.87903225806451,77.45
QCC-0005,2024-11,0.76,0.07,24.75,2.83,86.42,0.0,720.0,5.67,172.83,2,2,0.99,0.99,0.76,76.0,87.0,24.75,2.0,9.0,86.42,1.0,1.0,2,1.0,1.0,2,89.41176470588236,50.0,87.99722222222222,77.44678104575164,75.11
QCC-0005,2024-12,0.56,0.04,32.5,1.0,329.0,0.0,744.0,1.0,329.0,1,1,0.99,0.76,0.56,87.0,24.75,32.5,9.0,86.42,329.0,1.0,2.0,1,1.0,2.0,1,65.88235294117648,100.0,55.77956989247313,75.1073687539532,35.65
QCC-0005,2025-01,0.07,0.05,33.5,1.0,691.0,0.0,744.0,1.0,691.0,1,1,0.76,0.56,0.07,24.75,32.5,33.5,86.42,329.0,691.0,2.0,1.0,1,2.0,1.0,1,8.23529411764706,100.0,7.123655913978499,35.65354206198608,55.04
QCC-0005,2025-02,0.31,0.02,11.0,1.5,459.5,0.0,672.0,1.5,459.5,1,1,0.56,0.07,0.31,32.5,33.5,11.0,329.0,691.0,459.5,1.0,1.0,1,1.0,1.0,1,36.470588235294116,100.0,31.622023809523814,55.04455532212884,79.31
QCC-0005,2025-03,0.61,0.12,86.0,1.0,279.0,0.0,744.0,1.0,279.0,1,1,0.07,0.31,0.61,33.5,11.0,86.0,691.0,459.5,279.0,1.0,1.0,1,1.0,1.0,1,71.76470588235294,100.0,62.5,79.30882352941177,74.92
QCC-0005,2025-04,0.95,0.17,20.17,1.91,5.73,0.0,720.0,11.46,34.38,6,6,0.31,0.61,0.95,11.0,86.0,20.17,459.5,279.0,5.73,1.0,1.0,6,1.0,1.0,6,100.0,16.666666666666668,99.20416666666667,74.92041666666667,84.87
QCC-0005,2025-05,0.97,0.21,79.0,1.67,9.5,0.0,744.0,3.33,19.0,2,2,0.61,0.95,0.97,86.0,20.17,79.0,279.0,5.73,9.5,1.0,6.0,2,1.0,6.0,2,100.0,50.0,98.72311827956989,84.87231182795699,84.98
QCC-0005,2025-06,0.98,0.28,100.5,0.42,1.25,0.0,720.0,0.83,2.5,2,2,0.95,0.97,0.98,20.17,79.0,100.5,5.73,9.5,1.25,6.0,2.0,2,6.0,2.0,2,100.0,50.0,99.82638888888889,84.98263888888889,99.95
QCC-0005,2025-07,0.99,0.33,243.0,1.33,4.0,0.0,744.0,1.33,4.0,1,1,0.97,0.98,0.99,79.0,100.5,243.0,9.5,1.25,4.0,2.0,2.0,1,2.0,2.0,1,100.0,100.0,99.46236559139786,99.94623655913979,72.97
QCC-0005,2025-08,0.96,0.37,27.5,0.89,2.59,0.0,744.0,8.86,25.92,10,10,0.98,0.99,0.96,100.5,243.0,27.5,1.25,4.0,2.59,2.0,1.0,10,2.0,1.0,10,100.0,10.0,99.6518817204301,72.96518817204301,70.01
QCC-0005,2025-09,0.81,0.38,27.45,1.44,11.74,12.67,720.0,14.36,117.4,10,10,0.99,0.96,0.81,243.0,27.5,27.45,4.0,2.59,11.74,1.0,10.0,10,1.0,10.0,10,95.29411764705881,10.0,98.36944444444444,70.01341503267973,72.48
QCC-0005,2025-10,0.97,0.65,40.25,0.44,1.33,0.0,744.0,5.33,16.0,12,12,0.96,0.81,0.97,27.5,27.45,40.25,2.59,11.74,1.33,10.0,10.0,12,10.0,10.0,12,100.0,8.333333333333334,99.82123655913978,72.48212365591398,75.98
QCC-0005,2025-11,0.99,0.45,64.1,0.36,1.08,0.0,720.0,1.81,5.42,5,5,0.81,0.97,0.99,27.45,40.25,64.1,11.74,1.33,1.08,10.0,12.0,5,10.0,12.0,5,100.0,20.0,99.85000000000001,75.985,77.35
QCC-0005,2025-12,0.93,0.28,52.5,1.0,11.13,0.0,744.0,4.0,44.5,4,0,0.97,0.99,0.93,40.25,64.1,52.5,1.33,1.08,11.13,12.0,5.0,4,12.0,5.0,0,100.0,25.0,98.50403225806451,77.35040322580645,74.84
QCC-0005,2026-01,0.9,0.41,50.5,0.0,11.92,0.0,744.0,0.0,71.51,6,0,0.99,0.93,0.9,64.1,52.5,50.5,1.08,11.13,11.92,5.0,4.0,6,5.0,0.0,0,100.0,16.666666666666668,98.3978494623656,74.83978494623656,74.97
QCC-0005,2026-02,0.96,0.52,58.67,0.5,2.02,0.0,672.0,3.0,12.14,6,0,0.93,0.9,0.96,52.5,50.5,58.67,11.13,11.92,2.02,4.0,6.0,6,0.0,0.0,0,100.0,16.666666666666668,99.69940476190476,74.96994047619047,75.88
QCC-0005,2026-03,0.89,0.33,48.4,1.0,8.94,0.0,744.0,5.0,44.68,5,0,0.9,0.96,0.89,50.5,58.67,48.4,11.92,2.02,8.94,6.0,6.0,5,0.0,0.0,0,100.0,20.0,98.79838709677419,75.87983870967741,72.95
QCC-0006,2024-03,0.65,0.02,15.0,0.25,257.5,0.0,744.0,0.25,257.5,1,1,0.99,1.0,0.65,0.0,0.0,15.0,2.0,0.0,257.5,1.0,0.0,1,1.0,0.0,1,76.47058823529412,100.0,65.38978494623655,82.42133143580011,30.0
QCC-0006,2024-04,0.0,0.0,0.0,1.0,720.0,0.0,720.0,1.0,720.0,1,1,1.0,0.65,0.0,0.0,15.0,0.0,0.0,257.5,720.0,0.0,1.0,1,0.0,1.0,1,0.0,100.0,0.0,30.0,72.07
QCC-0006,2024-05,0.8,0.02,2.4,0.74,29.54,0.0,744.0,3.68,147.72,5,5,0.65,0.0,0.8,15.0,0.0,2.4,257.5,720.0,29.54,1.0,1.0,5,1.0,1.0,5,94.11764705882352,20.0,96.02956989247312,72.07354522454142,79.62
QCC-0006,2024-06,0.88,0.13,31.67,0.67,27.34,0.0,720.0,2.0,82.02,3,3,0.0,0.8,0.88,0.0,2.4,31.67,720.0,29.54,27.34,1.0,5.0,3,1.0,5.0,3,100.0,33.333333333333336,96.20277777777778,79.62027777777777,99.64
QCC-0006,2024-07,0.96,0.1,77.5,1.0,27.0,0.0,744.0,1.0,27.0,1,1,0.8,0.88,0.96,2.4,31.67,77.5,29.54,27.34,27.0,5.0,3.0,1,5.0,3.0,1,100.0,100.0,96.37096774193549,99.63709677419355,84.83
QCC-0006,2024-08,0.96,0.11,41.75,0.6,12.87,0.0,744.0,1.2,25.73,2,2,0.88,0.96,0.96,31.67,77.5,41.75,27.34,27.0,12.87,3.0,1.0,2,3.0,1.0,2,100.0,50.0,98.27016129032258,84.82701612903226,100.0
QCC-0006,2024-09,1.0,0.17,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0,0,0.96,0.96,1.0,77.5,41.75,0.0,27.0,12.87,0.0,1.0,2.0,0,1.0,2.0,0,100.0,100.0,100.0,100.0,99.89
QCC-0006,2024-10,0.99,0.12,89.0,1.33,8.0,0.0,744.0,1.33,8.0,1,1,0.96,1.0,0.99,41.75,0.0,89.0,12.87,0.0,8.0,2.0,0.0,1,2.0,0.0,1,100.0,100.0,98.9247311827957,99.89247311827957,72.75
QCC-0006,2024-11,0.79,0.15,26.25,1.25,37.14,0.0,720.0,5.0,148.57,4,4,1.0,0.99,0.79,0.0,89.0,26.25,0.0,8.0,37.14,0.0,1.0,4,0.0,1.0,4,92.94117647058823,25.0,94.84166666666667,72.74887254901961,78.02
QCC-0006,2024-12,0.83,0.06,16.0,2.5,42.0,0.0,744.0,7.5,126.0,3,3,0.99,0.79,0.83,89.0,26.25,16.0,8.0,37.14,42.0,1.0,4.0,3,1.0,4.0,3,97.6470588235294,33.333333333333336,94.35483870967742,78.02371916508538,99.8
QCC-0006,2025-01,0.98,0.09,68.0,1.64,14.55,0.0,744.0,1.64,14.55,1,1,0.79,0.83,0.98,26.25,16.0,68.0,37.14,42.0,14.55,4.0,3.0,1,4.0,3.0,1,100.0,100.0,98.04435483870968,99.80443548387098,98.94
QCC-0006,2025-02,0.85,0.12,81.0,0.0,71.0,0.0,672.0,0.0,71.0,1,1,0.83,0.98,0.85,16.0,68.0,81.0,42.0,14.55,71.0,3.0,1.0,1,3.0,1.0,1,100.0,100.0,89.43452380952381,98.94345238095238,99.97
QCC-0006,2025-03,0.99,0.17,127.5,1.0,2.0,0.0,744.0,1.0,2.0,1,1,0.98,0.85,0.99,68.0,81.0,127.5,14.55,71.0,2.0,1.0,1.0,1,1.0,1.0,1,100.0,100.0,99.73118279569893,99.97311827956989,99.99
QCC-0006,2025-04,0.99,0.2,144.5,0.17,0.5,0.0,720.0,0.17,0.5,1,1,0.85,0.99,0.99,81.0,127.5,144.5,71.0,2.0,0.5,1.0,1.0,1,1.0,1.0,1,100.0,100.0,99.93055555555556,99.99305555555556,77.41
QCC-0006,2025-05,0.96,0.22,40.25,2.25,6.75,0.0,744.0,9.0,27.0,4,4,0.99,0.99,0.96,127.5,144.5,40.25,2.0,0.5,6.75,1.0,1.0,4,1.0,1.0,4,100.0,25.0,99.09274193548387,77.40927419354838,79.97
QCC-0006,2025-06,0.96,0.27,65.5,0.3,2.28,0.0,720.0,0.89,6.83,3,3,0.99,0.96,0.96,144.5,40.25,65.5,0.5,6.75,2.28,1.0,4.0,3,1.0,4.0,3,100.0,33.333333333333336,99.68333333333334,79.96833333333333,84.98
QCC-0006,2025-07,0.99,0.36,132.75,0.44,1.21,0.0,744.0,0.88,2.42,2,2,0.96,0.96,0.99,40.25,65.5,132.75,6.75,2.28,1.21,4.0,3.0,2,4.0,3.0,2,100.0,50.0,99.83736559139786,84.98373655913979,72.97
QCC-0006,2025-08,0.96,0.36,26.9,0.68,2.05,0.0,744.0,6.84,20.52,10,10,0.96,0.99,0.96,65.5,132.75,26.9,2.28,1.21,2.05,3.0,2.0,10,3.0,2.0,10,100.0,10.0,99.72446236559139,72.97244623655914,72.68
QCC-0006,2025-09,0.93,0.46,30.14,1.18,3.55,0.0,720.0,13.0,39.0,11,11,0.99,0.96,0.93,132.75,26.9,30.14,1.21,2.05,3.55,2.0,10.0,11,2.0,10.0,11,100.0,9.090909090909092,99.50694444444444,72.67796717171717,66.72
QCC-0006,2025-10,0.76,0.41,33.67,1.63,19.62,0.0,744.0,14.69,176.58,9,9,0.96,0.93,0.76,26.9,30.14,33.67,2.05,3.55,19.62,10.0,11.0,9,10.0,11.0,9,89.41176470588236,11.11111111111111,97.36290322580645,66.71668247944339,75.84
QCC-0006,2025-11,0.91,0.45,64.7,3.87,11.6,0.0,720.0,19.33,58.0,5,5,0.93,0.76,0.91,30.14,33.67,64.7,3.55,19.62,11.6,11.0,9.0,5,11.0,9.0,5,100.0,20.0,98.38888888888889,75.83888888888889,75.87
QCC-0006,2025-12,0.93,0.38,57.0,1.0,9.77,0.0,744.0,5.0,48.83,5,0,0.76,0.91,0.93,33.67,64.7,57.0,19.62,11.6,9.77,9.0,5.0,5,9.0,5.0,0,100.0,20.0,98.68682795698925,75.86868279569893,72.92
QCC-0006,2026-01,0.92,0.28,20.9,0.0,6.32,0.0,744.0,0.0,63.21,10,0,0.91,0.93,0.92,64.7,57.0,20.9,11.6,9.77,6.32,5.0,5.0,10,5.0,0.0,0,100.0,10.0,99.1505376344086,72.91505376344085,72.93
QCC-0006,2026-02,0.86,0.37,24.8,0.3,4.61,8.05,672.0,3.0,46.12,10,0,0.93,0.92,0.86,57.0,20.9,24.8,9.77,6.32,4.61,5.0,10.0,10,0.0,0.0,0,100.0,10.0,99.31398809523809,72.93139880952381,72.93
QCC-0006,2026-03,0.93,0.28,20.8,1.0,4.94,0.0,744.0,10.0,49.4,10,0,0.92,0.86,0.93,20.9,24.8,20.8,6.32,4.61,4.94,10.0,10.0,10,0.0,0.0,0,100.0,10.0,99.33602150537635,72.93360215053764,61.87
RST-0001,2024-03,1.0,0.58,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,0.99,1.0,1.0,169.75,0.0,0.0,0.96,0.0,0.0,2.0,0.0,0,2.0,0.0,0,100.0,100.0,100.0,100.0,99.97
RST-0001,2024-04,0.99,0.29,211.5,1.0,2.0,0.0,720.0,1.0,2.0,1,1,1.0,1.0,0.99,0.0,0.0,211.5,0.0,0.0,2.0,0.0,0.0,1,0.0,0.0,1,100.0,100.0,99.72222222222223,99.97222222222223,100.0
RST-0001,2024-05,1.0,0.45,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,1.0,0.99,1.0,0.0,211.5,0.0,0.0,2.0,0.0,0.0,1.0,0,0.0,1.0,0,100.0,100.0,100.0,100.0,99.99
RST-0001,2024-06,1.0,0.49,354.5,0.12,0.37,0.0,720.0,0.12,0.37,1,0,0.99,1.0,1.0,211.5,0.0,354.5,2.0,0.0,0.37,1.0,0.0,1,1.0,0.0,0,100.0,100.0,99.9486111111111,99.9948611111111,100.0
RST-0001,2024-07,0.99,0.57,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,1.0,1.0,0.99,0.0,354.5,0.0,0.0,0.37,0.0,0.0,1.0,0,0.0,0.0,0,100.0,100.0,100.0,100.0,99.95
RST-0001,2024-08,0.99,0.48,354.5,0.75,3.75,0.0,744.0,0.75,3.75,1,1,1.0,0.99,0.99,354.5,0.0,354.5,0.37,0.0,3.75,1.0,0.0,1,0.0,0.0,1,100.0,100.0,99.49596774193549,99.94959677419355,99.93
RST-0001,2024-09,0.97,0.5,360.0,1.0,5.0,0.0,720.0,1.0,5.0,1,1,0.99,0.99,0.97,0.0,354.5,360.0,0.0,3.75,5.0,0.0,1.0,1,0.0,1.0,1,100.0,100.0,99.30555555555556,99.93055555555556,100.0
RST-0001,2024-10,0.99,0.53,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,0.99,0.97,0.99,354.5,360.0,0.0,3.75,5.0,0.0,1.0,1.0,0,1.0,1.0,0,100.0,100.0,100.0,100.0,75.92
RST-0001,2024-11,0.96,0.61,87.2,1.84,5.6,0.0,720.0,9.18,28.0,5,5,0.97,0.99,0.96,360.0,0.0,87.2,5.0,0.0,5.6,1.0,0.0,5,1.0,0.0,5,100.0,20.0,99.22222222222223,75.92222222222222,33.24
RST-0001,2024-12,0.04,0.0,0.0,1.0,713.0,0.0,744.0,1.0,713.0,1,1,0.99,0.96,0.04,0.0,87.2,0.0,0.0,5.6,713.0,0.0,5.0,1,0.0,5.0,1,4.705882352941177,100.0,4.1666666666666625,33.24019607843137,87.21
RST-0001,2025-01,0.71,0.19,142.5,1.0,216.0,0.0,744.0,1.0,216.0,1,1,0.96,0.04,0.71,87.2,0.0,142.5,5.6,713.0,216.0,5.0,1.0,1,5.0,1.0,1,83.52941176470588,100.0,70.96774193548387,87.21442125237192,49.21
RST-0001,2025-02,0.44,0.25,56.17,0.73,124.17,0.0,672.0,2.2,372.5,3,3,0.04,0.71,0.44,0.0,142.5,56.17,713.0,216.0,124.17,1.0,1.0,3,1.0,1.0,3,51.76470588235295,33.333333333333336,81.52232142857143,49.21105567226891,26.29
RST-0001,2025-03,0.13,0.07,18.33,2.67,214.67,0.0,744.0,8.0,644.0,3,3,0.71,0.44,0.13,142.5,56.17,18.33,216.0,124.17,214.67,1.0,3.0,3,1.0,3.0,3,15.294117647058824,33.333333333333336,71.14650537634408,26.2911211258697,30.0
RST-0001,2025-04,0.0,0.0,0.0,1.0,720.0,0.0,720.0,1.0,720.0,1,1,0.44,0.13,0.0,56.17,18.33,0.0,124.17,214.67,720.0,3.0,3.0,1,3.0,3.0,1,0.0,100.0,0.0,30.0,70.25
RST-0001,2025-05,0.5,0.26,196.0,1.0,375.0,0.0,744.0,1.0,375.0,1,1,0.13,0.0,0.5,18.33,0.0,196.0,214.67,720.0,375.0,3.0,1.0,1,3.0,1.0,1,58.82352941176471,100.0,49.596774193548384,70.25379506641366,100.0
RST-0001,2025-06,0.99,0.63,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0,0,0.0,0.5,0.99,0.0,196.0,0.0,720.0,375.0,0.0,1.0,1.0,0,1.0,1.0,0,100.0,100.0,100.0,100.0,99.99
RST-0001,2025-07,0.99,0.74,548.5,0.33,1.0,0.0,744.0,0.33,1.0,1,1,0.5,0.99,0.99,196.0,0.0,548.5,375.0,0.0,1.0,1.0,0.0,1,1.0,0.0,1,100.0,100.0,99.86559139784946,99.98655913978494,100.0
RST-0001,2025-08,0.99,0.75,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,0.99,0.99,0.99,0.0,548.5,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0,100.0,100.0,100.0,100.0,77.45
RST-0001,2025-09,0.96,0.78,141.25,1.28,3.83,0.0,720.0,5.11,15.33,4,4,0.99,0.99,0.96,548.5,0.0,141.25,1.0,0.0,3.83,1.0,0.0,4,1.0,0.0,4,100.0,25.0,99.46805555555555,77.44680555555556,100.0
RST-0001,2025-10,0.99,0.81,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,0.99,0.96,0.99,0.0,141.25,0.0,0.0,3.83,0.0,0.0,4.0,0,0.0,4.0,0,100.0,100.0,100.0,100.0,84.87
RST-0001,2025-11,0.89,0.71,255.75,2.0,9.21,0.0,720.0,4.0,18.42,2,2,0.96,0.99,0.89,141.25,0.0,255.75,3.83,0.0,9.21,4.0,0.0,2,4.0,0.0,2,100.0,50.0,98.72083333333333,84.87208333333334,100.0
RST-0001,2025-12,1.0,0.55,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,0.99,0.89,1.0,0.0,255.75,0.0,0.0,9.21,0.0,0.0,2.0,0,0.0,2.0,0,100.0,100.0,100.0,100.0,99.93
RST-0001,2026-01,0.98,0.51,383.0,0.0,5.5,0.0,744.0,0.0,5.5,1,0,0.89,1.0,0.98,255.75,0.0,383.0,9.21,0.0,5.5,2.0,0.0,1,2.0,0.0,0,100.0,100.0,99.26075268817203,99.9260752688172,100.0
RST-0001,2026-02,1.0,0.67,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0,0,1.0,0.98,1.0,0.0,383.0,0.0,0.0,5.5,0.0,0.0,1.0,0,0.0,0.0,0,100.0,100.0,100.0,100.0,79.96
RST-0001,2026-03,0.98,0.52,129.0,1.0,2.64,0.0,744.0,3.0,7.92,3,0,0.98,1.0,0.98,383.0,0.0,129.0,5.5,0.0,2.64,1.0,0.0,3,0.0,0.0,0,100.0,33.333333333333336,99.64516129032258,79.96451612903226,75.85
RTG-0001,2024-03,0.99,0.42,309.0,0.5,1.0,0.0,744.0,0.5,1.0,1,1,0.98,0.98,0.99,221.75,0.0,309.0,5.53,0.0,1.0,2.0,0.0,1,2.0,0.0,1,100.0,100.0,99.86559139784946,99.98655913978494,100.0
RTG-0001,2024-04,1.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0,0,0.98,0.99,1.0,0.0,309.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0,100.0,100.0,100.0,100.0,100.0
